brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,red,red,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,white,white,red,red,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,red,white,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,white,white,white,red,white,white,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,white,purple,white,white,white,white,red,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,red,white,white,white,purple,white,white,white,red,red,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,white,white,purple,white,white,white,red,red,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,white,purple,white,white,white,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,white,white,white,white,white,red,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,white,red,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,red,white,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,red,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,white,white,purple,white,white,white,red,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,red,white,purple,white,white,white,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,red,white,white,red,purple,white,white,white,white,white,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,white,white,white,red,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,red,white,white,white,purple,white,white,white,white,red,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,red,white,white,red,purple,white,white,white,white,red,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,red,white,red,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,white,white,white,white,white,red,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,white,red,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,red,white,white,white,white,white,white,white,white,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,white,red,white,white,white,white,white,white,white,red,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,white,white,white,white,white,white,white,white,red,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,red,white,white,white,white,white,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,red,white,white,white,white,white,white,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,white,white,white,white,white,red,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,white,red,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,red,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,red,white,white,white,white,white,white,white,white,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,white,red,white,white,white,white,white,red,white,white,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,white,white,white,white,white,white,red,white,white,red
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,white,red,white,white,white,white,white,red,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,red,purple,white,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,red,purple,red,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,white,white,white,white,white,red,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,red,white,white,white,white,white,white,purple,red,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,red,white,white,white,white,white,white,purple,white,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,red,white,white,white,white,white,red,purple,white,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,white,white,white,white,white,white,red,purple,white,red,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,red,purple,purple,red,white,white,white,white,white,red,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,white,white,purple,white,white,white,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,white,white,purple,white,white,red,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,white,white,white,white,white,purple,white,white,red,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,white,white,purple,white,white,red,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,red,white,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,red,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,white,white,purple,white,white,white,white,white,red,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,red,white,purple,white,white,white,white,white,red,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,white,white,red,white,white,purple,white,white,white,white,white,red,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,white,white,purple,white,white,red,white,white,red,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,white,white,white,white,white,purple,white,white,red,white,white,red,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,white,white,red,white,white,purple,white,white,red,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,red,white,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,red,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,white,white,purple,white,white,white,red,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,white,red,white,purple,white,white,white,red,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,white,red,red,white,purple,white,white,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,red,white,purple,white,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,red,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,white,white,purple,white,white,white,white,white,red,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,red,white,purple,white,white,white,white,white,red,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,white,white,white,white,white,white,white,red,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,white,white,purple,white,white,white,white,white,red,white,white,red,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,red,white,white,white,white,white,white,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,white,white,purple,red,white,white,white,white,white,red,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,white,white,white,white,white,white,red,white,white,red,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,white,red,white,purple,red,white,white,white,white,white,red,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,white,white,red,red,white,purple,red,white,white,white,white,white,white,white,white,white,white
